application_date,permit_status,permit_type,event_category,event_sub_category,name_of_event,year_month_app,event_start_date,event_end_date,event_location_park,event_location_neighborhood,council_district,precinct,organization,attendance
12/09/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,See Jane Run Women's Half Marathon and 5K,S16JY044,07/10/2016 12:00:00 AM,07/10/2016 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,3,North,See Jane Run,4500.0
01/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,Capitol Hill Block Party,S16JY046,07/22/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Capitol Hill,3,East,Independent Event Solutions,27000.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.09),S16JY074,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.13),S16JY075,07/13/2016 12:00:00 AM,07/13/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.31),S16JY076,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
02/01/2016 12:00:00 AM,Complete,Special Event,Community,,West Seattle Grand Parade,S16JY098,07/23/2016 12:00:00 AM,07/23/2016 12:00:00 AM,,West Seattle,1,West,Rotary Foundation of West Seattle,3500.0
02/02/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,The Four-Twenty Games Seattle,S16JY106,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,The Four-Twenty Games,600.0
02/16/2016 12:00:00 AM,Complete,Special Event,Community,,Wallingford Family Parade,S16JY112,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Wallingford,4,North,Wallingford Chamber of Commerce,1525.0
02/08/2016 12:00:00 AM,Complete,Special Event,Community,,Wedgwood Art Festival,S16JY113,07/09/2016 12:00:00 AM,07/10/2016 12:00:00 AM,,Wedgwood,5,North,"Strazzanti Enterprisies, LLC",4148.0
02/11/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Other,Bat 'N' Rouge,S16JY123,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Area Support Groups,330.0
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Seafair Parade,S16JY149,07/27/2016 12:00:00 AM,07/27/2016 12:00:00 AM,,Greenwood,6,North,Phinney Neighborhood Assn,4500.0
03/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Uwajimaya Natsu Matsuri Summer Food Festival,S16JY153,07/09/2016 12:00:00 AM,07/10/2016 12:00:00 AM,,International District,2,West,Uwajimaya Grocery Store,595.0
03/08/2016 12:00:00 AM,Complete,Special Event,Community,,Bite of Seattle (Street Use/No Parking),S16JY165,07/11/2016 12:00:00 AM,07/18/2016 12:00:00 AM,,Queen Anne,4,West,Festivals Inc,1150.0
03/10/2016 12:00:00 AM,Complete,Special Event,Community,,FREE Bike Party,S16JY166,07/03/2016 12:00:00 AM,07/03/2016 12:00:00 AM,,Ballard,6,North,"Seattle Bike Blog, LLC",770.0
03/16/2016 12:00:00 AM,Complete,Special Event,Community,,Bon Odori Festival,S16JY180,07/16/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,International District,2,West,Seattle Buddhist Church,4900.0
03/18/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Goodwill Refuse to Abuse 5K at Safeco Field,S16JY191,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Sodo,2,South,Washington State Coalition Against Domestic Violence,2000.0
03/22/2016 12:00:00 AM,Complete,Special Event,Community,,Alki Art Fair,S16JY199,07/23/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,West Seattle,1,West,Alki Art Fair,8180.0
03/28/2016 12:00:00 AM,Complete,Special Event,Community,,Go Klondike Legacy Day 2016,S16JY209,07/17/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,Pioneer Square,7,South,"Friends of the Klondike Corridor, Inc.",820.0
03/30/2016 12:00:00 AM,Complete,Special Event,Community,,Lake Union Wooden Boat Festival,S16JY218,07/02/2016 12:00:00 AM,07/04/2016 12:00:00 AM,,South Lake Union,3,West,The Center for Wooden Boats,9750.0
03/31/2016 12:00:00 AM,Complete,Special Event,Community,,Craig Wilson Queen Anne Days,S16JY221,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Queen Anne,4,West,The Queen AnneCamber of Commerce,530.0
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S16MR027,03/13/2016 12:00:00 AM,03/13/2016 12:00:00 AM,,Queen Anne,7,West,Detlef Schrempf Foundation,10300.0
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,St. Patrick's Day Parade,S16MR038,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,4700.0
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,Green Stripe,S16MR039,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,150.0
12/11/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S16MR043,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Seattle Center,Queen Anne,4;6;7,West,Ram Racing,7200.0
01/20/2016 12:00:00 AM,Complete,Special Event,Commercial,,Kells 34th Annual St.  Patrick's Day Festival,S16MR057,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Kells Irish Restaurant & Bar,290.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (3.06),S16MR066,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
12/15/2015 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Emerald City Bicycle Ride,S16AP025,04/03/2016 12:00:00 AM,04/03/2016 12:00:00 AM,,University District,2;3,North,Cascade Bicycle Club,6300.0
12/21/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S16AP033,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,Run for Good Racing Co./5 Focus,900.0
01/08/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Walk MS/Run MS,S16AP049,04/10/2016 12:00:00 AM,04/10/2016 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000.0
01/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,Seattle Urban Trek,S16AP053,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,Waterfront park,Downtown,7,West,"Seattle Sports Commission, a department of Visit Seattle",550.0
01/15/2016 12:00:00 AM,Complete,Special Event,Commercial,,WE Day Seattle 2016,S16AP054,04/20/2016 12:00:00 AM,04/20/2016 12:00:00 AM,,Queen Anne,7,West,Free the Children/WE Day,26200.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.02),S16AP068,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.16),S16AP069,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.30),S16AP070,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705.0
01/26/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,March of Dimes - March for Babies,S16AP091,04/29/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Queen Anne,7,West,March of Dimes,4110.0
01/28/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Cannabis Freedom March/Rally,S16AP095,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Capitol Hill,3;7,East;West,Cannabis Defense Coalition,530.0
01/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,LAN Syndicate,S16AP096,04/15/2016 12:00:00 AM,04/17/2016 12:00:00 AM,,Sand Point,4,North,"Tek Syndicate, LLC",1560.0
02/04/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Pilgrimage Day,S16AP110,04/13/2016 12:00:00 AM,04/13/2016 12:00:00 AM,,Central District,3,East,Western Washington Catholic Charismatic Renewal,120.0
02/05/2016 12:00:00 AM,Complete,Special Event,Community,,Green Lake Food Walk,S16AP111,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Green Lake,6,North,Shelter Lounge Green Lake,260.0
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,NFFTY 2016 Opening Night,S16AP122,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Downtown,7,West,The Talented Youth (AKA NFFTY),750.0
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Teatro Zin Zani,S16AP129,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,125.0
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - PAWS,S16AP130,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200.0
02/18/2016 12:00:00 AM,Complete,Special Event,Community,,Cornish College of the Arts BFA Expo 2016,S16AP137,04/29/2016 12:00:00 AM,04/29/2016 12:00:00 AM,,Downtown,2,West,Cornish College of the Arts,450.0
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,WSDOT SR520 Public Grand Opening,S16AP138,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,4,North,Washington State Department of Transportation,50500.0
02/19/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,GO LONG SR520 Floating Bridge Run,S16AP139,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,3;4,North,GO LONG SR520 Floating Bridge Run,8500.0
03/04/2016 12:00:00 AM,Complete,Special Event,Community,,Alley Activation Event,S16AP158,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,University District,4,North,The U District Partnership,110.0
03/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live (4.12),S16AP161,04/12/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1400.0
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Ferguson Construction,S16AP182,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Sodo,2,South,Red Carpet Valet,100.0
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,WSU OSU Dual,S16AP186,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Portage Bay,3;4,North;South,University of Washington Rowing,5500.0
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Husky Open,S16AP189,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Portage Bay,3;4,North;South,University of Washington Rowing,700.0
03/21/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S16AP196,04/24/2016 12:00:00 AM,04/24/2016 12:00:00 AM,,Green Lake,6,North,Top Pot Doughnut Dash,2250.0
03/21/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Protest anti Barnevernet CPA in Norway,S16AP198,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Downtown,7,West,First Romanian Pentecostal Church,950.0
03/24/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Sole Repair,S16AP201,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25.0
03/25/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Fast for Justice,S16AP204,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Capitol Hill,3,East,SEIU Local 925,60.0
03/28/2016 12:00:00 AM,Complete,Special Event,Community,,Northwest School Spring ArtsFest,S16AP206,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,600.0
03/30/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Indigenous People Standing Against Disenrollment,S16AP216,04/18/2016 12:00:00 AM,04/18/2016 12:00:00 AM,,Downtown,7,West,Indigenous People Standing Against Disenrollment,410.0
03/31/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson (4.8),S16AP219,04/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,75.0
03/31/2016 12:00:00 AM,Complete,Special Event,Commercial,,Tableau Software,S16AP222,04/19/2016 12:00:00 AM,04/19/2016 12:00:00 AM,,Wallingford,4,North,Fremont Studios,230.0
04/04/2016 12:00:00 AM,Complete,Special Event,Commercial,,SPU High School Campus Visit Day,S16AP226,04/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Pacific University,900.0
04/05/2016 12:00:00 AM,Complete,Special Event,Community,,12th Ave Square Park Dedication,S16AP227,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Central District,3,West,Seattle Parks and Recreation,110.0
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,MOTHER'S DAY MOVIE PREMIER AT CINERAMA,S16AP229,04/25/2016 12:00:00 AM,04/25/2016 12:00:00 AM,,Downtown,7,West,The Film School,500.0
04/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Homeless Rally and March,S16AP232,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,,Pioneer Square,7,South,Lisa Sawyer/Sharon Jones,60.0
12/08/2015 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,Seattle Hempfest 2016,S16AU008,08/19/2016 12:00:00 AM,08/21/2016 12:00:00 AM,Myrtle Edwards Park,Downtown,7,West,Seattle Events A Non-Profit Corporation,108000.0
12/03/2015 12:00:00 AM,Complete,Special Event,Community,,The 2016 Belltown Bash,S16AU017,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Belltown,3,West,"CWD Group, Inc.",640.0
12/03/2015 12:00:00 AM,Complete,Special Event,Athletic,Water,Swim for Life,S16AU022,08/17/2016 12:00:00 AM,08/17/2016 12:00:00 AM,Madison Park,Madison Park,3,East,Bloodworks Northwest (formerly Puget Sound Blood Center),350.0
