Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/4/14,S14JA035,01/04/2014 12:00:00 AM,01/04/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentine's Day Dash 5K,S14FE051,02/08/2014 12:00:00 AM,02/08/2014 12:00:00 AM,Greenlake Park,Green Lake,,,Pro-Motion Events,3000
,Complete,Valet Parking,,,Aston Manor (2.1),S14FE059,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (2.7),S14FE060,02/07/2014 12:00:00 AM,02/07/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (2.8),S14FE061,02/08/2014 12:00:00 AM,02/08/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (2.14),S14FE062,02/14/2014 12:00:00 AM,02/14/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (2.15),S14FE063,02/15/2014 12:00:00 AM,02/15/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Special Event,Athletic,Run/Walk,Worldwide Walk for Victims of Typhoon Haiyan,S14FE068,02/15/2014 12:00:00 AM,02/15/2014 12:00:00 AM,Myrtle Edwards Park,Downtown,,,Felix Y Manalo Foundation,850
,Complete,Special Event,Community,,Space Needle Super Bowl Fireworks,S14FE076,02/02/2014 12:00:00 AM,02/02/2014 12:00:00 AM,Seattle Center,Lower Queen Anne,,,Space Needle LLC,6
,Cancelled,Special Event,Commercial,,Rookies Superbowl Beer Garden,S14FE077,02/02/2014 12:00:00 AM,02/02/2014 12:00:00 AM,,Columbia City,,,Rookies Sports Bar and Grill,106
,Complete,Valet Parking,,,Chihuly Boat House,S14FE078,02/11/2014 12:00:00 AM,02/11/2014 12:00:00 AM,,Wallingford,,,SPPLUS,150
,Complete,Valet Parking,,,Hope Heart Institute,S14FE083,02/07/2014 12:00:00 AM,02/07/2014 12:00:00 AM,,Sodo,,,Four Park Avenue,150
,Complete,Valet Parking,,,Watermark Estate Management Services,S14FE085,02/08/2014 12:00:00 AM,02/08/2014 12:00:00 AM,,South Lake Union,,,Four Park Avenue,250
,Complete,Special Event,Community,,Seattle Seahawks Super Bowl Parade,S14FE086,02/05/2014 12:00:00 AM,02/05/2014 12:00:00 AM,Westlake Park,Downtown,,,Seattle Seahawks,300300
,Cancelled,Valet Parking,,,Aston Manor (2/21),S14FE104,02/21/2014 12:00:00 AM,02/21/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Cancelled,Valet Parking,,,Aston Manor (2/22),S14FE105,02/22/2014 12:00:00 AM,02/22/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (2/27),S14FE106,02/27/2014 12:00:00 AM,02/27/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Cancelled,Valet Parking,,,Aston Manor (2/28),S14FE107,02/28/2014 12:00:00 AM,02/28/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Teatro Zinzanni,S14FE111,02/22/2014 12:00:00 AM,02/22/2014 12:00:00 AM,,Queen Anne,,,Red Carpet Valet,200
,Complete,Valet Parking,,,Hillel of UW,S14FE112,02/27/2014 12:00:00 AM,02/27/2014 12:00:00 AM,,University District,,,Red Carpet Valet,225
,Complete,Special Event,Free Speech,,MLK March,S14JA003,01/20/2014 12:00:00 AM,01/20/2014 12:00:00 AM,Westlake Park,Central District,,,,5000
,Complete,Special Event,Community,,2014 Wing Luke Museum Lunar New Year Lion Dance,S14JA004,01/25/2014 12:00:00 AM,01/25/2014 12:00:00 AM,,International District,,,Wing Luke Museum of the Asian Pacific American Experience,325
,Complete,Special Event,Athletic,Run/Walk,Resolution Run,S14JA006,01/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Magnuson Park,Sand Point,,,"Pro-Motion Events, Inc.",1575
,Complete,Special Event,Free Speech,,Giddens Student March for Peace and Justice,S14JA013,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,,Central District,,,Giddens School,300
,Complete,Special Event,Free Speech,,ORCA K-8 MLK March,S14JA014,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,,Columbia City,,,ORCA K-8 School of SPS,650
,Complete,Special Event,Free Speech,,Roosevelt Martin Luther King Jr. March,S14JA016,01/15/2014 12:00:00 AM,01/15/2014 12:00:00 AM,,University District,,,Roosevelt High School Black Student Union,210
,Complete,Special Event,Athletic,Other,Polar Plunge for Special Olympics Washington,S14JA017,01/31/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Golden Gardens Park,Ballard,,,Special Olympics Washington,1150
,Complete,Special Event,Commercial,,Seattle Boat Show on SLU (Boats Afloat),S14JA018,01/24/2014 12:00:00 AM,02/02/2014 12:00:00 AM,,South Lake Union,,,Northwest Yacht Brokers Association,3000
,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. March and Rally,S14JA022,01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM,OTHER,Rainier Valley,,,Seattle Parks and Recreation,
,Complete,Special Event,Commercial,,National Geographic Live! Student Matinee (1/13),S14JA023,01/13/2014 12:00:00 AM,01/13/2014 12:00:00 AM,,Downtown,,,Benaroya Hall,530
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/3/14,S14JA034,01/03/2014 12:00:00 AM,01/03/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/10/14,S14JA036,01/10/2014 12:00:00 AM,01/10/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/11/14,S14JA037,01/11/2014 12:00:00 AM,01/11/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/17/14,S14JA038,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Valet Parking,,,Red Carpet Valet - Aston Manor 1/18/14,S14JA039,01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,
,Complete,Special Event,Community,,Seahawks Playoff Rally,S14JA041,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,Westlake Park,Downtown,,,Seattle Seahawks,2015
,Complete,Valet Parking,,,Chihuly Boat House (1/11),S14JA042,01/11/2014 12:00:00 AM,01/11/2014 12:00:00 AM,,Wallingford,,,SPPLUS,
,Complete,Valet Parking,,,Chihuly Boat House (1/14),S14JA043,01/14/2014 12:00:00 AM,01/14/2014 12:00:00 AM,,Wallingford,,,SPPLUS,
,Complete,Valet Parking,,,Chihuly Boat House (1/15),S14JA044,01/15/2014 12:00:00 AM,01/15/2014 12:00:00 AM,,Wallingford,,,SPPLUS,
,Complete,Valet Parking,,,Four Park Avenue - Russell Investments,S14JA047,01/11/2014 12:00:00 AM,01/11/2014 12:00:00 AM,,Eastlake,,,Four Park Avenue,
,Complete,Special Event,Free Speech,,McDonald International School - Martin Luther King Jr. Birthday Walk,S14JA050,01/16/2014 12:00:00 AM,01/16/2014 12:00:00 AM,,Wallingford,,,McDonald International School,500
,Complete,Valet Parking,,,Aegis Madison Grand Opening (1.16),S14JA052,01/16/2014 12:00:00 AM,01/16/2014 12:00:00 AM,,Central District,,,Butler Valet,150
,Complete,Valet Parking,,,Aegis Madison Grand Opening (1.18),S14JA053,01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM,,Central District,,,Butler Valet,150
,Complete,Special Event,Commercial,,CORT Airstream,S14JA054,01/25/2014 12:00:00 AM,01/25/2014 12:00:00 AM,,Sodo,,,ABC Rentals by CORT,240
,Complete,Special Event,Free Speech,,Ethiopian Orthodox Church Annual Celebration,S14JA055,01/18/2014 12:00:00 AM,01/18/2014 12:00:00 AM,,Rainier Valley,,,Ethiopian Orthodox Tawanido Church,500
,Complete,Valet Parking,,,Aston Manor (1.24),S14JA056,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (1.25),S14JA057,01/25/2014 12:00:00 AM,01/25/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Aston Manor (1.31),S14JA058,01/31/2014 12:00:00 AM,01/31/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Cancelled,Valet Parking,,,Grinstein Event,S14JA067,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,,Queen Anne,,,SPPLUS,
,Complete,Valet Parking,,,Capital One Services,S14JA069,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,,South Lake Union,,,Four Park Avenue,
,Complete,Special Event,Athletic,Run/Walk,Out of the Darkness Overnight,S14JU001,06/14/2014 12:00:00 AM,06/15/2014 12:00:00 AM,Seattle Center,Queen Anne,,,American Foundation for Suicide Prevention,1700
,Complete,Special Event,Athletic,Cycling,Second Ascent Ballard Criterium,S14JU007,06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,,Ballard,,,Step Down Racing,500
,Complete,Special Event,Athletic,Run/Walk,Susan G. Komen Race for the Cure,S14JU011,06/01/2014 12:00:00 AM,06/01/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Komen Puget Sound,10500
,Complete,Special Event,Athletic,Cycling,Seattle Bike and Brews,S14JU019,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,Myrtle Edwards Park,Downtown,,,Cascade Bicycle Club,995
,Complete,Special Event,Commercial,,Purr Pride Block Party,S14JU064,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Purr Cocktail Lounge,1040
,Complete,Special Event,Community,,PrideFest Capitol Hill Street Festival,S14JU065,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,Cal Anderson Park,Capitol Hill,,,One Degree Events,3540
,Complete,Special Event,Community,,Capitol Hill Pride Festival,S14JU075,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Northwest Museum of Legends and Lore,20020
,Complete,Special Event,Commercial,,CUFF Pride Day Celebration,S14JU087,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,,Capitol Hill,,,CUFF Complex,4500
,Complete,Special Event,Free Speech,,Seattle Dyke March,S14JU093,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Seattle Dyke March,925
,Complete,Special Event,Free Speech,,Trans Pride Seattle 2014,S14JU095,06/27/2014 12:00:00 AM,06/27/2014 12:00:00 AM,Cal Anderson Park,Capitol Hill,,,Gender Justice League,975
,Complete,Special Event,Mixed Free Speech,,Seattle Pride Parade and March,S14JU096,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,Westlake Park,Downtown,,,Seattle Out and Proud,352500
,Complete,Special Event,Community,,Fremont Fair,S14JU097,06/20/2014 12:00:00 AM,06/22/2014 12:00:00 AM,OTHER,Fremont,,,Bold Hat Productions,36050
,Complete,Special Event,Commercial,,Wildrose Pride 2014,S14JU099,06/27/2014 12:00:00 AM,06/29/2014 12:00:00 AM,,Capitol Hill,,,Wildrose,6900
,Complete,Special Event,Community,,Seattle Pride Picnic,S14JU114,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,Volunteer Park,Capitol Hill,,,Seattle Out and Proud,2070
,Complete,Special Event,Athletic,Run/Walk,LUNG FORCE Walk,S14JU132,06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,Denny Park,South Lake Union,,,American Lung Association,650
,Complete,Special Event,Community,,Georgetown Carnival,S14JU135,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Georgetown,,,Georgetown Merchants Association,10000
,Complete,Special Event,Community,,Greenwood Car Show,S14JU161,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Greenwood,,,Greenwood Knights Car Club,40000
,Complete,Special Event,Community,,Roosevelt Neighborhood Parade,S14JU166,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Roosevelt,,,Roosevelt Band Boosters,180
,Complete,Special Event,Community,,Art on the Fly,S14JU168,06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,,South Lake Union,,,Khambatta Dance Company,3070
,Complete,Special Event,Community,,Morgan Junction Community Festival,S14JU174,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,OTHER,West Seattle,,,Morgan Community Association,750
,Complete,Special Event,Athletic,Run/Walk,Shore Run,S14JU175,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,OTHER,Madison Park,,,Orswell Events,3000
,Complete,Special Event,Community,,Honk Fest West,S14JU176,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,,Georgetown,,,Honk Fest West,1700
,Complete,Special Event,Athletic,Run/Walk,Fremont 5K & Briefcase Relay,S14JU185,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,Burke Gilman Trail,Fremont,,,Pro-Motion Events,1250
,Cancelled,Special Event,Athletic,Run/Walk,Garfield High School Bulldog Jog,S14JU186,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,,Multiple Neighborhoods,,,Garfield High School ASB,450
,Complete,Special Event,Commercial,,Julia's Pride Event,S14JU191,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Julia's on Broadway,115
,Complete,Special Event,Free Speech,,RALLY to Save Public Education,S14JU197,06/26/2014 12:00:00 AM,06/26/2014 12:00:00 AM,,Downtown,,,WA Badass Teachers Association,310
,Cancelled,Special Event,Athletic,Run/Walk,Furry 5K Fun Run and Walk,S14JU198,06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,,Seward Park,,,City of Seattle / Animal Shelter,2670
,Complete,Special Event,Community,,Concerts at the Belltown ArtWalk (6.13),S14JU204,06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,Bell Street Park,Belltown,,,Metropolitan Improvement District,215
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.22),S14JU209,06/22/2014 12:00:00 AM,06/22/2014 12:00:00 AM,,Pioneer Square,,,Fuel Sports Eats and Beats,420
,Complete,Special Event,Community,,Fremont Solstice Parade,S14JU211,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Gas Works Park,Fremont,,,Fremont Arts Council,32000
,Complete,Special Event,Community,,Fremont Solstice Celebration,S14JU212,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Gas Works Park,Fremont,,,Fremont Arts Council,2000
,Complete,Special Event,Community,,Seafair Kickoff,S14JU214,06/15/2014 12:00:00 AM,06/15/2014 12:00:00 AM,Westlake Park,Downtown,,,Seafair,400
,Complete,Special Event,Commercial,,Party in the Park (Set the Table for SAM),S14JU215,06/27/2014 12:00:00 AM,06/27/2014 12:00:00 AM,Olympic Sculpture Park,Downtown,,,Seattle Art Museum,600
,Complete,Special Event,Commercial,,Red Fest,S14JU216,06/27/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Georgetown,,,"Elysian Brewing Company, INC",2950
,Complete,Special Event,Community,,Pride Party in Tilikum Park,S14JU218,06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,OTHER,Belltown,,,The 5 Point / KEXP,750
,Complete,Special Event,Community,,Admiral Totem Pole at Log House Museum Unveiling,S14JU229,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,West Seattle,,,Southwest Seattle Historical Society,920
,Complete,Special Event,Commercial,,Drink Pink at Café Campagne,S14JU237,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,Downtown,,,Café Campagne,60
,Complete,Special Event,Athletic,Run/Walk,"Rock 'n' Roll Seattle Marathon, 1/2 Marathon",S14JU246,06/21/2014 12:00:00 AM,06/21/2014 12:00:00 AM,Multiple Parks,Multiple Neighborhoods,,,"Competitor Group, Inc.",25500
,Complete,Special Event,Community,,Seattle Seafair Pirates Landing,S14JU250,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,Alki Beach,West Seattle,,,Seattle Seafair Pirates,10218
,Complete,Special Event,Free Speech,,RVNAF Day 2014 Parade,S14JU251,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,International District,,,RVNAF Veterans Confederation in Washington State,300
,Complete,Special Event,Commercial,,Neighbours Gay Pride Celebration,S14JU252,06/27/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Capitol Hill,,,Neighbours Gay Pride Celebration,630
,Complete,Special Event,Community,,Leschi Art Walk,S14JU256,06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Leschi,,,Leschi Business Association,380
,Complete,Special Event,Commercial,,5th Avenue Theatre High School Musical Awards,S14JU258,06/09/2014 12:00:00 AM,06/09/2014 12:00:00 AM,,Downtown,,,5th Avenue Theatre,1510
,Complete,Valet Parking,,,Splash 2014,S14JU266,06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,Downtown,,,Butler Valet,1000
,Cancelled,Special Event,Commercial,,World Cup Showing by Tempero do Brasil,S14JU267,06/12/2014 12:00:00 AM,06/23/2014 12:00:00 AM,,University District,,,Tempero do Brasil,100
,Complete,Valet Parking,,,Bullitt Center,S14JU268,06/10/2014 12:00:00 AM,06/10/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,100
,Complete,Valet Parking,,,Amanda Davis,S14JU269,06/11/2014 12:00:00 AM,06/11/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,75
,Complete,Special Event,Community,,Magnolia Neighborhood Fest,S14JU302,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,Magnolia Park,Magnolia,,,Magnolia Chamber of Commerce,220
,Cancelled,Special Event,Community,,Fremont Solstice Parade: Float Move to Staging [DUPLICATE],S14JU305,05/20/2014 12:00:00 AM,05/20/2014 12:00:00 AM,,Fremont,,,Fremont Arts Council,210
,Complete,Special Event,Community,,South Park Bridge Grand Opening,S14JU306,06/28/2014 12:00:00 AM,06/28/2014 12:00:00 AM,,Georgetown,,,King County Road Services Division,8000
,Complete,Special Event,Community,,Fremont Solstice Parade: Float Move to Staging,S14JU309,06/20/2014 12:00:00 AM,06/20/2014 12:00:00 AM,,Fremont,,,Fremont Solstice Parade Float Move to Staging,210
,Cancelled,Valet Parking,,,Living Computer Musuem,S14JU311,06/18/2014 12:00:00 AM,06/18/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,200
,Complete,Special Event,Free Speech,,Iraqi Community of Washington,S14JU324,06/23/2014 12:00:00 AM,06/23/2014 12:00:00 AM,Westlake Park,Downtown,,,Iraqi Community of Washington,200
,Complete,Special Event,Commercial,,Capitol Hill Block Party,S14JY008,07/25/2014 12:00:00 AM,07/27/2014 12:00:00 AM,,Capitol Hill,,,Independent Event Solutions,9000
,Complete,Special Event,Athletic,Run/Walk,West Seattle Float Dodger 5K,S14JY030,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,,West Seattle,,,Run for Good Racing Co.,700
,Complete,Special Event,Athletic,Other,TruAthlete Seattle,S14JY031,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Magnuson Park,Sand Point,,,"TruAthlete, LLC",600
,Complete,Special Event,Athletic,Cycling,Seattle to Portland Bicycle Classic,S14JY033,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,Seward Park,Multiple Neighborhoods,,,Cascade Bicycle Club,9990
,Complete,Special Event,Community,,Greenwood Seafair Parade,S14JY040,07/23/2014 12:00:00 AM,07/23/2014 12:00:00 AM,,Greenwood,,,Phinney Neighborhood Association,10000
,Complete,Special Event,Community,,Wedgwood Art Festival,S14JY079,07/12/2014 12:00:00 AM,07/13/2014 12:00:00 AM,,Wedgwood,,,Strazzanti Enterprises LLC,4160
,Complete,Special Event,Commercial,,New Belgium Clips Beer and Film Tour,S14JY081,07/25/2014 12:00:00 AM,07/25/2014 12:00:00 AM,Gas Works Park,Wallingford,,,New Belgium Brewing Company,2275
,Complete,Special Event,Athletic,Run/Walk,Crown of Queen Anne Fun Run/Walk,S14JY101,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Queen Anne,,,Queen Anne Helpline,660
,Complete,Special Event,Community,,Wallingford Family Festival (Festival),S14JY145,07/05/2014 12:00:00 AM,07/05/2014 12:00:00 AM,OTHER,Wallingford,,,Wallingford Community Senior Center,850
,Complete,Special Event,Community,,Wallingford Family Festival (Parade),S14JY146,07/05/2014 12:00:00 AM,07/05/2014 12:00:00 AM,OTHER,Wallingford,,,Wallingford Community Senior Center,2700
,Complete,Special Event,Community,,Bastille Bash,S14JY181,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,,Madison Park,,,Madison Valley Merchants Association and Community Council,3650
,Complete,Special Event,Community,,Concerts at the Belltown ArtWalk (7.11),S14JY205,07/11/2014 12:00:00 AM,07/11/2014 12:00:00 AM,Bell Street Park,Belltown,,,Metropolitan Improvement District,215
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (7.13),S14JY210,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,,Pioneer Square,,,Fuel Sports Eats and Beats,420
,Complete,Special Event,Athletic,Other,Fat Salmon Open Water Swim,S14JY217,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,Madison Park,Madison Park,,,Green Lake Aqua Ducks,475
,Complete,Special Event,Athletic,Run/Walk,See Jane Run Women's Half Marathon and 5K,S14JY219,07/13/2014 12:00:00 AM,07/13/2014 12:00:00 AM,Gas Works Park,Wallingford,,,See Jane Run,4750
,Complete,Special Event,Community,,Bite of Seattle (Street Use/No Parking),S14JY220,07/14/2014 12:00:00 AM,07/21/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Festivals Inc.,3200
,Complete,Special Event,Community,,West Seattle Grand Parade,S14JY221,07/19/2014 12:00:00 AM,07/19/2014 12:00:00 AM,,West Seattle,,,West Seattle Rotary Service Foundation,3500
,Complete,Special Event,Community,,West Seattle Summer Fest,S14JY222,07/11/2014 12:00:00 AM,07/13/2014 12:00:00 AM,OTHER,West Seattle,,,West Seattle Junction Association,30600
,Complete,Special Event,Community,,Ballard SeafoodFest,S14JY224,07/12/2014 12:00:00 AM,07/13/2014 12:00:00 AM,OTHER,Ballard,,,Ballard Chamber of Commerce,50000
,Complete,Special Event,Athletic,Other,Seafair Battle for the Paddle,S14JY230,07/12/2014 12:00:00 AM,07/12/2014 12:00:00 AM,Greenlake Park,Green Lake,,,Seafair,4150
,Complete,Special Event,Athletic,Run/Walk,Seafair Triathlon and Expo,S14JY231,07/19/2014 12:00:00 AM,07/20/2014 12:00:00 AM,Seward Park,Seward Park,,,Seafair,3075
,Complete,Special Event,Athletic,Run/Walk,Seafair Torchlight Run,S14JY232,07/26/2014 12:00:00 AM,07/26/2014 12:00:00 AM,Seattle Center,Downtown,,,Seafair,4700
,Complete,Special Event,Citywide,,Seafair Torchlight Parade,S14JY233,07/26/2014 12:00:00 AM,07/26/2014 12:00:00 AM,Westlake Park,Downtown,,,Seafair,300000
,Complete,Special Event,Community,,Go Klondike Legacy Day,S14JY239,07/17/2014 12:00:00 AM,07/17/2014 12:00:00 AM,,Pioneer Square,,,Klondike Gold Rush National Historical Park,770
